"Iteracao";"grad_m";"grad_b"
1063;-0.202854;3.407708
1064;-0.202835;3.407384
1065;-0.202815;3.407060
1066;-0.202796;3.406736
1067;-0.202777;3.406412
1068;-0.202757;3.406088
1069;-0.202738;3.405764
1070;-0.202719;3.405440
1071;-0.202700;3.405116
1072;-0.202680;3.404792
1073;-0.202661;3.404468
1074;-0.202642;3.404144
1075;-0.202622;3.403821
1076;-0.202603;3.403497
1077;-0.202584;3.403173
1078;-0.202565;3.402850
1079;-0.202545;3.402526
1080;-0.202526;3.402202
1081;-0.202507;3.401879
1082;-0.202488;3.401555
1083;-0.202468;3.401232
1084;-0.202449;3.400908
1085;-0.202430;3.400585
1086;-0.202411;3.400261
1087;-0.202391;3.399938
1088;-0.202372;3.399615
1089;-0.202353;3.399291
1090;-0.202334;3.398968
1091;-0.202314;3.398645
1092;-0.202295;3.398322
1093;-0.202276;3.397998
1094;-0.202257;3.397675
1095;-0.202237;3.397352
1096;-0.202218;3.397029
1097;-0.202199;3.396706
1098;-0.202180;3.396383
1099;-0.202161;3.396060
1100;-0.202141;3.395737
1101;-0.202122;3.395414
1102;-0.202103;3.395091
1103;-0.202084;3.394768
1104;-0.202064;3.394445
1105;-0.202045;3.394122
1106;-0.202026;3.393800
1107;-0.202007;3.393477
1108;-0.201988;3.393154
1109;-0.201968;3.392831
1110;-0.201949;3.392509
1111;-0.201930;3.392186
1112;-0.201911;3.391863
1113;-0.201892;3.391541
1114;-0.201872;3.391218
1115;-0.201853;3.390896
1116;-0.201834;3.390573
1117;-0.201815;3.390251
1118;-0.201796;3.389928
1119;-0.201776;3.389606
1120;-0.201757;3.389284
1121;-0.201738;3.388961
1122;-0.201719;3.388639
1123;-0.201700;3.388317
1124;-0.201680;3.387994
1125;-0.201661;3.387672
1126;-0.201642;3.387350
1127;-0.201623;3.387028
1128;-0.201604;3.386706
1129;-0.201585;3.386384
1130;-0.201565;3.386062
1131;-0.201546;3.385740
1132;-0.201527;3.385418
1133;-0.201508;3.385096
1134;-0.201489;3.384774
1135;-0.201470;3.384452
1136;-0.201450;3.384130
1137;-0.201431;3.383808
1138;-0.201412;3.383486
1139;-0.201393;3.383164
1140;-0.201374;3.382843
1141;-0.201355;3.382521
1142;-0.201335;3.382199
1143;-0.201316;3.381878
1144;-0.201297;3.381556
1145;-0.201278;3.381234
1146;-0.201259;3.380913
1147;-0.201240;3.380591
1148;-0.201221;3.380270
1149;-0.201201;3.379948
1150;-0.201182;3.379627
1151;-0.201163;3.379305
1152;-0.201144;3.378984
1153;-0.201125;3.378663
1154;-0.201106;3.378341
1155;-0.201087;3.378020
1156;-0.201068;3.377699
1157;-0.201048;3.377378
1158;-0.201029;3.377056
1159;-0.201010;3.376735
1160;-0.200991;3.376414
1161;-0.200972;3.376093
1162;-0.200953;3.375772
1163;-0.200934;3.375451
1164;-0.200915;3.375130
1165;-0.200895;3.374809
1166;-0.200876;3.374488
1167;-0.200857;3.374167
1168;-0.200838;3.373846
1169;-0.200819;3.373525
1170;-0.200800;3.373204
1171;-0.200781;3.372883
1172;-0.200762;3.372563
1173;-0.200743;3.372242
1174;-0.200724;3.371921
1175;-0.200704;3.371600
1176;-0.200685;3.371280
1177;-0.200666;3.370959
1178;-0.200647;3.370639
1179;-0.200628;3.370318
1180;-0.200609;3.369997
1181;-0.200590;3.369677
1182;-0.200571;3.369357
1183;-0.200552;3.369036
1184;-0.200533;3.368716
1185;-0.200514;3.368395
1186;-0.200495;3.368075
1187;-0.200476;3.367755
1188;-0.200456;3.367434
1189;-0.200437;3.367114
1190;-0.200418;3.366794
1191;-0.200399;3.366474
1192;-0.200380;3.366153
1193;-0.200361;3.365833
1194;-0.200342;3.365513
1195;-0.200323;3.365193
1196;-0.200304;3.364873
1197;-0.200285;3.364553
1198;-0.200266;3.364233
1199;-0.200247;3.363913
1200;-0.200228;3.363593
1201;-0.200209;3.363273
1202;-0.200190;3.362953
1203;-0.200171;3.362634
1204;-0.200152;3.362314
1205;-0.200133;3.361994
1206;-0.200114;3.361674
1207;-0.200095;3.361355
1208;-0.200076;3.361035
1209;-0.200057;3.360715
1210;-0.200037;3.360396
1211;-0.200018;3.360076
1212;-0.199999;3.359756
1213;-0.199980;3.359437
1214;-0.199961;3.359117
1215;-0.199942;3.358798
1216;-0.199923;3.358478
1217;-0.199904;3.358159
1218;-0.199885;3.357840
1219;-0.199866;3.357520
1220;-0.199847;3.357201
1221;-0.199828;3.356882
1222;-0.199809;3.356562
1223;-0.199790;3.356243
1224;-0.199771;3.355924
1225;-0.199752;3.355605
1226;-0.199733;3.355286
1227;-0.199714;3.354967
1228;-0.199695;3.354648
1229;-0.199676;3.354329
1230;-0.199657;3.354010
1231;-0.199638;3.353691
1232;-0.199619;3.353372
1233;-0.199600;3.353053
1234;-0.199581;3.352734
1235;-0.199562;3.352415
1236;-0.199543;3.352096
1237;-0.199524;3.351777
1238;-0.199505;3.351459
1239;-0.199487;3.351140
1240;-0.199468;3.350821
1241;-0.199449;3.350502
1242;-0.199430;3.350184
1243;-0.199411;3.349865
1244;-0.199392;3.349547
1245;-0.199373;3.349228
1246;-0.199354;3.348909
1247;-0.199335;3.348591
1248;-0.199316;3.348272
1249;-0.199297;3.347954
1250;-0.199278;3.347636
1251;-0.199259;3.347317
1252;-0.199240;3.346999
1253;-0.199221;3.346681
1254;-0.199202;3.346362
1255;-0.199183;3.346044
1256;-0.199164;3.345726
1257;-0.199145;3.345408
1258;-0.199126;3.345089
1259;-0.199107;3.344771
1260;-0.199088;3.344453
1261;-0.199070;3.344135
1262;-0.199051;3.343817
1263;-0.199032;3.343499
1264;-0.199013;3.343181
1265;-0.198994;3.342863
1266;-0.198975;3.342545
1267;-0.198956;3.342227
1268;-0.198937;3.341909
1269;-0.198918;3.341592
1270;-0.198899;3.341274
1271;-0.198880;3.340956
1272;-0.198861;3.340638
1273;-0.198842;3.340321
1274;-0.198824;3.340003
1275;-0.198805;3.339685
1276;-0.198786;3.339368
1277;-0.198767;3.339050
1278;-0.198748;3.338732
1279;-0.198729;3.338415
1280;-0.198710;3.338097
1281;-0.198691;3.337780
1282;-0.198672;3.337463
1283;-0.198653;3.337145
1284;-0.198635;3.336828
1285;-0.198616;3.336510
1286;-0.198597;3.336193
1287;-0.198578;3.335876
1288;-0.198559;3.335558
1289;-0.198540;3.335241
1290;-0.198521;3.334924
1291;-0.198502;3.334607
1292;-0.198483;3.334290
1293;-0.198465;3.333973
1294;-0.198446;3.333656
1295;-0.198427;3.333339
1296;-0.198408;3.333022
1297;-0.198389;3.332705
1298;-0.198370;3.332388
1299;-0.198351;3.332071
1300;-0.198332;3.331754
1301;-0.198314;3.331437
1302;-0.198295;3.331120
1303;-0.198276;3.330803
1304;-0.198257;3.330486
1305;-0.198238;3.330170
1306;-0.198219;3.329853
1307;-0.198200;3.329536
1308;-0.198182;3.329220
1309;-0.198163;3.328903
1310;-0.198144;3.328586
1311;-0.198125;3.328270
1312;-0.198106;3.327953
1313;-0.198087;3.327637
1314;-0.198069;3.327320
1315;-0.198050;3.327004
1316;-0.198031;3.326687
1317;-0.198012;3.326371
1318;-0.197993;3.326055
1319;-0.197974;3.325738
1320;-0.197956;3.325422
1321;-0.197937;3.325106
1322;-0.197918;3.324790
1323;-0.197899;3.324473
1324;-0.197880;3.324157
1325;-0.197861;3.323841
1326;-0.197843;3.323525
1327;-0.197824;3.323209
1328;-0.197805;3.322893
1329;-0.197786;3.322577
1330;-0.197767;3.322261
1331;-0.197749;3.321945
1332;-0.197730;3.321629
1333;-0.197711;3.321313
1334;-0.197692;3.320997
1335;-0.197673;3.320681
1336;-0.197655;3.320365
1337;-0.197636;3.320050
1338;-0.197617;3.319734
1339;-0.197598;3.319418
1340;-0.197579;3.319103
1341;-0.197561;3.318787
1342;-0.197542;3.318471
1343;-0.197523;3.318156
1344;-0.197504;3.317840
1345;-0.197485;3.317524
1346;-0.197467;3.317209
1347;-0.197448;3.316893
1348;-0.197429;3.316578
1349;-0.197410;3.316263
1350;-0.197392;3.315947
1351;-0.197373;3.315632
1352;-0.197354;3.315317
1353;-0.197335;3.315001
1354;-0.197316;3.314686
1355;-0.197298;3.314371
1356;-0.197279;3.314055
1357;-0.197260;3.313740
1358;-0.197241;3.313425
1359;-0.197223;3.313110
1360;-0.197204;3.312795
1361;-0.197185;3.312480
1362;-0.197166;3.312165
1363;-0.197148;3.311850
1364;-0.197129;3.311535
1365;-0.197110;3.311220
1366;-0.197091;3.310905
1367;-0.197073;3.310590
1368;-0.197054;3.310275
1369;-0.197035;3.309960
1370;-0.197016;3.309646
1371;-0.196998;3.309331
1372;-0.196979;3.309016
1373;-0.196960;3.308701
1374;-0.196942;3.308387
1375;-0.196923;3.308072
1376;-0.196904;3.307757
1377;-0.196885;3.307443
1378;-0.196867;3.307128
1379;-0.196848;3.306814
1380;-0.196829;3.306499
1381;-0.196810;3.306185
1382;-0.196792;3.305870
1383;-0.196773;3.305556
1384;-0.196754;3.305242
1385;-0.196736;3.304927
1386;-0.196717;3.304613
1387;-0.196698;3.304299
1388;-0.196679;3.303984
1389;-0.196661;3.303670
1390;-0.196642;3.303356
1391;-0.196623;3.303042
1392;-0.196605;3.302728
1393;-0.196586;3.302414
1394;-0.196567;3.302100
1395;-0.196549;3.301785
1396;-0.196530;3.301471
1397;-0.196511;3.301157
1398;-0.196492;3.300844
1399;-0.196474;3.300530
1400;-0.196455;3.300216
1401;-0.196436;3.299902
1402;-0.196418;3.299588
1403;-0.196399;3.299274
1404;-0.196380;3.298960
1405;-0.196362;3.298647
1406;-0.196343;3.298333
1407;-0.196324;3.298019
1408;-0.196306;3.297706
1409;-0.196287;3.297392
1410;-0.196268;3.297078
1411;-0.196250;3.296765
1412;-0.196231;3.296451
1413;-0.196212;3.296138
1414;-0.196194;3.295824
1415;-0.196175;3.295511
1416;-0.196156;3.295197
1417;-0.196138;3.294884
1418;-0.196119;3.294571
1419;-0.196100;3.294257
1420;-0.196082;3.293944
1421;-0.196063;3.293631
1422;-0.196044;3.293317
1423;-0.196026;3.293004
1424;-0.196007;3.292691
1425;-0.195989;3.292378
1426;-0.195970;3.292065
1427;-0.195951;3.291752
1428;-0.195933;3.291439
1429;-0.195914;3.291126
1430;-0.195895;3.290813
1431;-0.195877;3.290500
1432;-0.195858;3.290187
1433;-0.195839;3.289874
1434;-0.195821;3.289561
1435;-0.195802;3.289248
1436;-0.195784;3.288935
1437;-0.195765;3.288622
1438;-0.195746;3.288310
1439;-0.195728;3.287997
1440;-0.195709;3.287684
1441;-0.195691;3.287372
1442;-0.195672;3.287059
1443;-0.195653;3.286746
1444;-0.195635;3.286434
1445;-0.195616;3.286121
1446;-0.195597;3.285809
1447;-0.195579;3.285496
1448;-0.195560;3.285184
1449;-0.195542;3.284871
1450;-0.195523;3.284559
1451;-0.195504;3.284246
1452;-0.195486;3.283934
1453;-0.195467;3.283622
1454;-0.195449;3.283309
1455;-0.195430;3.282997
1456;-0.195412;3.282685
1457;-0.195393;3.282373
1458;-0.195374;3.282061
1459;-0.195356;3.281748
1460;-0.195337;3.281436
1461;-0.195319;3.281124
1462;-0.195300;3.280812
1463;-0.195281;3.280500
1464;-0.195263;3.280188
1465;-0.195244;3.279876
1466;-0.195226;3.279564
1467;-0.195207;3.279252
1468;-0.195189;3.278940
1469;-0.195170;3.278629
1470;-0.195152;3.278317
1471;-0.195133;3.278005
1472;-0.195114;3.277693
1473;-0.195096;3.277382
1474;-0.195077;3.277070
1475;-0.195059;3.276758
1476;-0.195040;3.276447
1477;-0.195022;3.276135
1478;-0.195003;3.275823
1479;-0.194985;3.275512
1480;-0.194966;3.275200
1481;-0.194947;3.274889
1482;-0.194929;3.274577
1483;-0.194910;3.274266
1484;-0.194892;3.273955
1485;-0.194873;3.273643
1486;-0.194855;3.273332
1487;-0.194836;3.273021
1488;-0.194818;3.272709
1489;-0.194799;3.272398
1490;-0.194781;3.272087
1491;-0.194762;3.271776
1492;-0.194744;3.271464
1493;-0.194725;3.271153
1494;-0.194707;3.270842
1495;-0.194688;3.270531
1496;-0.194670;3.270220
1497;-0.194651;3.269909
1498;-0.194632;3.269598
1499;-0.194614;3.269287
1500;-0.194595;3.268976
1501;-0.194577;3.268665
1502;-0.194558;3.268354
1503;-0.194540;3.268044
1504;-0.194521;3.267733
1505;-0.194503;3.267422
1506;-0.194484;3.267111
1507;-0.194466;3.266801
1508;-0.194447;3.266490
1509;-0.194429;3.266179
1510;-0.194410;3.265869
1511;-0.194392;3.265558
1512;-0.194374;3.265247
1513;-0.194355;3.264937
1514;-0.194337;3.264626
1515;-0.194318;3.264316
1516;-0.194300;3.264005
1517;-0.194281;3.263695
1518;-0.194263;3.263385
1519;-0.194244;3.263074
1520;-0.194226;3.262764
1521;-0.194207;3.262454
1522;-0.194189;3.262143
1523;-0.194170;3.261833
1524;-0.194152;3.261523
1525;-0.194133;3.261213
1526;-0.194115;3.260902
1527;-0.194096;3.260592
1528;-0.194078;3.260282
1529;-0.194059;3.259972
1530;-0.194041;3.259662
1531;-0.194023;3.259352
1532;-0.194004;3.259042
1533;-0.193986;3.258732
1534;-0.193967;3.258422
1535;-0.193949;3.258112
1536;-0.193930;3.257802
1537;-0.193912;3.257493
1538;-0.193893;3.257183
1539;-0.193875;3.256873
1540;-0.193857;3.256563
1541;-0.193838;3.256254
1542;-0.193820;3.255944
1543;-0.193801;3.255634
1544;-0.193783;3.255325
1545;-0.193764;3.255015
1546;-0.193746;3.254705
1547;-0.193728;3.254396
1548;-0.193709;3.254086
1549;-0.193691;3.253777
1550;-0.193672;3.253467
1551;-0.193654;3.253158
1552;-0.193635;3.252849
1553;-0.193617;3.252539
1554;-0.193599;3.252230
1555;-0.193580;3.251921
1556;-0.193562;3.251611
1557;-0.193543;3.251302
1558;-0.193525;3.250993
1559;-0.193507;3.250684
1560;-0.193488;3.250375
1561;-0.193470;3.250065
1562;-0.193451;3.249756
1563;-0.193433;3.249447
1564;-0.193415;3.249138
1565;-0.193396;3.248829
1566;-0.193378;3.248520
1567;-0.193359;3.248211
1568;-0.193341;3.247902
1569;-0.193323;3.247593
1570;-0.193304;3.247285
1571;-0.193286;3.246976
1572;-0.193267;3.246667
1573;-0.193249;3.246358
1574;-0.193231;3.246049
1575;-0.193212;3.245741
1576;-0.193194;3.245432
1577;-0.193176;3.245123
1578;-0.193157;3.244815
1579;-0.193139;3.244506
1580;-0.193120;3.244198
1581;-0.193102;3.243889
1582;-0.193084;3.243581
1583;-0.193065;3.243272
1584;-0.193047;3.242964
1585;-0.193029;3.242655
1586;-0.193010;3.242347
1587;-0.192992;3.242038
1588;-0.192974;3.241730
1589;-0.192955;3.241422
1590;-0.192937;3.241114
1591;-0.192919;3.240805
1592;-0.192900;3.240497
1593;-0.192882;3.240189
1594;-0.192863;3.239881
1595;-0.192845;3.239573
1596;-0.192827;3.239264
1597;-0.192808;3.238956
1598;-0.192790;3.238648
1599;-0.192772;3.238340
1600;-0.192753;3.238032
1601;-0.192735;3.237724
1602;-0.192717;3.237416
1603;-0.192698;3.237109
1604;-0.192680;3.236801
1605;-0.192662;3.236493
1606;-0.192643;3.236185
1607;-0.192625;3.235877
1608;-0.192607;3.235570
1609;-0.192589;3.235262
1610;-0.192570;3.234954
1611;-0.192552;3.234646
1612;-0.192534;3.234339
1613;-0.192515;3.234031
1614;-0.192497;3.233724
1615;-0.192479;3.233416
1616;-0.192460;3.233109
1617;-0.192442;3.232801
1618;-0.192424;3.232494
1619;-0.192405;3.232186
1620;-0.192387;3.231879
1621;-0.192369;3.231571
1622;-0.192351;3.231264
1623;-0.192332;3.230957
1624;-0.192314;3.230650
1625;-0.192296;3.230342
1626;-0.192277;3.230035
1627;-0.192259;3.229728
1628;-0.192241;3.229421
1629;-0.192223;3.229114
1630;-0.192204;3.228806
1631;-0.192186;3.228499
1632;-0.192168;3.228192
1633;-0.192149;3.227885
1634;-0.192131;3.227578
1635;-0.192113;3.227271
1636;-0.192095;3.226964
1637;-0.192076;3.226658
1638;-0.192058;3.226351
1639;-0.192040;3.226044
1640;-0.192022;3.225737
1641;-0.192003;3.225430
1642;-0.191985;3.225123
1643;-0.191967;3.224817
1644;-0.191948;3.224510
1645;-0.191930;3.224203
1646;-0.191912;3.223897
1647;-0.191894;3.223590
1648;-0.191875;3.223284
1649;-0.191857;3.222977
1650;-0.191839;3.222670
1651;-0.191821;3.222364
1652;-0.191803;3.222058
1653;-0.191784;3.221751
1654;-0.191766;3.221445
1655;-0.191748;3.221138
1656;-0.191730;3.220832
1657;-0.191711;3.220526
1658;-0.191693;3.220219
1659;-0.191675;3.219913
1660;-0.191657;3.219607
1661;-0.191638;3.219301
1662;-0.191620;3.218994
1663;-0.191602;3.218688
1664;-0.191584;3.218382
1665;-0.191565;3.218076
1666;-0.191547;3.217770
1667;-0.191529;3.217464
1668;-0.191511;3.217158
1669;-0.191493;3.216852
1670;-0.191474;3.216546
1671;-0.191456;3.216240
1672;-0.191438;3.215934
1673;-0.191420;3.215628
1674;-0.191402;3.215323
1675;-0.191383;3.215017
1676;-0.191365;3.214711
1677;-0.191347;3.214405
1678;-0.191329;3.214100
1679;-0.191311;3.213794
1680;-0.191292;3.213488
1681;-0.191274;3.213183
1682;-0.191256;3.212877
1683;-0.191238;3.212572
1684;-0.191220;3.212266
1685;-0.191201;3.211961
1686;-0.191183;3.211655
1687;-0.191165;3.211350
1688;-0.191147;3.211044
1689;-0.191129;3.210739
1690;-0.191111;3.210433
1691;-0.191092;3.210128
1692;-0.191074;3.209823
1693;-0.191056;3.209518
1694;-0.191038;3.209212
1695;-0.191020;3.208907
1696;-0.191002;3.208602
1697;-0.190983;3.208297
1698;-0.190965;3.207992
1699;-0.190947;3.207687
1700;-0.190929;3.207381
1701;-0.190911;3.207076
1702;-0.190893;3.206771
1703;-0.190874;3.206466
1704;-0.190856;3.206161
1705;-0.190838;3.205857
1706;-0.190820;3.205552
1707;-0.190802;3.205247
1708;-0.190784;3.204942
1709;-0.190766;3.204637
1710;-0.190747;3.204332
1711;-0.190729;3.204028
1712;-0.190711;3.203723
1713;-0.190693;3.203418
1714;-0.190675;3.203114
1715;-0.190657;3.202809
1716;-0.190639;3.202504
1717;-0.190620;3.202200
1718;-0.190602;3.201895
1719;-0.190584;3.201591
1720;-0.190566;3.201286
1721;-0.190548;3.200982
1722;-0.190530;3.200677
1723;-0.190512;3.200373
1724;-0.190494;3.200069
1725;-0.190475;3.199764
1726;-0.190457;3.199460
1727;-0.190439;3.199156
1728;-0.190421;3.198851
1729;-0.190403;3.198547
1730;-0.190385;3.198243
1731;-0.190367;3.197939
1732;-0.190349;3.197635
1733;-0.190331;3.197330
1734;-0.190312;3.197026
1735;-0.190294;3.196722
1736;-0.190276;3.196418
1737;-0.190258;3.196114
1738;-0.190240;3.195810
1739;-0.190222;3.195506
1740;-0.190204;3.195202
1741;-0.190186;3.194899
1742;-0.190168;3.194595
1743;-0.190150;3.194291
1744;-0.190132;3.193987
1745;-0.190113;3.193683
1746;-0.190095;3.193380
1747;-0.190077;3.193076
1748;-0.190059;3.192772
1749;-0.190041;3.192469
1750;-0.190023;3.192165
1751;-0.190005;3.191861
1752;-0.189987;3.191558
1753;-0.189969;3.191254
1754;-0.189951;3.190951
1755;-0.189933;3.190647
1756;-0.189915;3.190344
1757;-0.189897;3.190040
1758;-0.189879;3.189737
1759;-0.189860;3.189434
1760;-0.189842;3.189130
1761;-0.189824;3.188827
1762;-0.189806;3.188524
1763;-0.189788;3.188221
1764;-0.189770;3.187917
1765;-0.189752;3.187614
1766;-0.189734;3.187311
1767;-0.189716;3.187008
1768;-0.189698;3.186705
1769;-0.189680;3.186402
1770;-0.189662;3.186099
1771;-0.189644;3.185796
1772;-0.189626;3.185493
1773;-0.189608;3.185190
1774;-0.189590;3.184887
1775;-0.189572;3.184584
1776;-0.189554;3.184281
1777;-0.189536;3.183978
1778;-0.189518;3.183675
1779;-0.189500;3.183373
1780;-0.189482;3.183070
1781;-0.189464;3.182767
1782;-0.189446;3.182464
1783;-0.189428;3.182162
1784;-0.189410;3.181859
1785;-0.189392;3.181556
1786;-0.189374;3.181254
1787;-0.189356;3.180951
1788;-0.189338;3.180649
1789;-0.189320;3.180346
1790;-0.189302;3.180044
1791;-0.189284;3.179741
1792;-0.189266;3.179439
1793;-0.189248;3.179137
1794;-0.189230;3.178834
1795;-0.189212;3.178532
1796;-0.189194;3.178230
1797;-0.189176;3.177927
1798;-0.189158;3.177625
1799;-0.189140;3.177323
1800;-0.189122;3.177021
1801;-0.189104;3.176719
1802;-0.189086;3.176416
1803;-0.189068;3.176114
1804;-0.189050;3.175812
1805;-0.189032;3.175510
1806;-0.189014;3.175208
1807;-0.188996;3.174906
1808;-0.188978;3.174604
1809;-0.188960;3.174302
1810;-0.188942;3.174000
1811;-0.188924;3.173699
1812;-0.188906;3.173397
1813;-0.188888;3.173095
1814;-0.188870;3.172793
1815;-0.188852;3.172491
1816;-0.188834;3.172190
1817;-0.188816;3.171888
1818;-0.188798;3.171586
1819;-0.188780;3.171285
1820;-0.188762;3.170983
1821;-0.188744;3.170682
1822;-0.188726;3.170380
1823;-0.188708;3.170078
1824;-0.188690;3.169777
1825;-0.188672;3.169476
1826;-0.188654;3.169174
1827;-0.188637;3.168873
1828;-0.188619;3.168571
1829;-0.188601;3.168270
1830;-0.188583;3.167969
1831;-0.188565;3.167667
1832;-0.188547;3.167366
1833;-0.188529;3.167065
1834;-0.188511;3.166764
1835;-0.188493;3.166462
1836;-0.188475;3.166161
1837;-0.188457;3.165860
1838;-0.188439;3.165559
1839;-0.188421;3.165258
1840;-0.188403;3.164957
1841;-0.188386;3.164656
1842;-0.188368;3.164355
1843;-0.188350;3.164054
1844;-0.188332;3.163753
1845;-0.188314;3.163452
1846;-0.188296;3.163151
1847;-0.188278;3.162851
1848;-0.188260;3.162550
1849;-0.188242;3.162249
1850;-0.188224;3.161948
1851;-0.188206;3.161648
1852;-0.188189;3.161347
1853;-0.188171;3.161046
1854;-0.188153;3.160746
1855;-0.188135;3.160445
1856;-0.188117;3.160144
1857;-0.188099;3.159844
1858;-0.188081;3.159543
1859;-0.188063;3.159243
1860;-0.188045;3.158942
1861;-0.188028;3.158642
1862;-0.188010;3.158342
1863;-0.187992;3.158041
1864;-0.187974;3.157741
1865;-0.187956;3.157440
1866;-0.187938;3.157140
1867;-0.187920;3.156840
1868;-0.187902;3.156540
1869;-0.187884;3.156239
1870;-0.187867;3.155939
1871;-0.187849;3.155639
1872;-0.187831;3.155339
1873;-0.187813;3.155039
1874;-0.187795;3.154739
1875;-0.187777;3.154439
1876;-0.187759;3.154139
1877;-0.187742;3.153839
1878;-0.187724;3.153539
1879;-0.187706;3.153239
1880;-0.187688;3.152939
1881;-0.187670;3.152639
1882;-0.187652;3.152339
1883;-0.187634;3.152040
1884;-0.187617;3.151740
1885;-0.187599;3.151440
1886;-0.187581;3.151140
1887;-0.187563;3.150841
1888;-0.187545;3.150541
1889;-0.187527;3.150241
1890;-0.187510;3.149942
1891;-0.187492;3.149642
1892;-0.187474;3.149343
1893;-0.187456;3.149043
1894;-0.187438;3.148744
1895;-0.187420;3.148444
1896;-0.187403;3.148145
1897;-0.187385;3.147845
1898;-0.187367;3.147546
1899;-0.187349;3.147247
1900;-0.187331;3.146947
1901;-0.187314;3.146648
1902;-0.187296;3.146349
1903;-0.187278;3.146050
1904;-0.187260;3.145750
1905;-0.187242;3.145451
1906;-0.187224;3.145152
1907;-0.187207;3.144853
1908;-0.187189;3.144554
1909;-0.187171;3.144255
1910;-0.187153;3.143956
1911;-0.187135;3.143657
1912;-0.187118;3.143358
1913;-0.187100;3.143059
1914;-0.187082;3.142760
1915;-0.187064;3.142461
1916;-0.187046;3.142162
1917;-0.187029;3.141863
1918;-0.187011;3.141564
1919;-0.186993;3.141266
1920;-0.186975;3.140967
