"Iteracao";"grad_m";"grad_b"
33964;-0.008875;0.149095
33965;-0.008874;0.149081
33966;-0.008874;0.149067
33967;-0.008873;0.149053
33968;-0.008872;0.149038
33969;-0.008871;0.149024
33970;-0.008870;0.149010
33971;-0.008869;0.148996
33972;-0.008869;0.148982
33973;-0.008868;0.148968
33974;-0.008867;0.148953
33975;-0.008866;0.148939
33976;-0.008865;0.148925
33977;-0.008864;0.148911
33978;-0.008864;0.148897
33979;-0.008863;0.148883
33980;-0.008862;0.148868
33981;-0.008861;0.148854
33982;-0.008860;0.148840
33983;-0.008859;0.148826
33984;-0.008858;0.148812
33985;-0.008858;0.148798
33986;-0.008857;0.148784
33987;-0.008856;0.148769
33988;-0.008855;0.148755
33989;-0.008854;0.148741
33990;-0.008853;0.148727
33991;-0.008853;0.148713
33992;-0.008852;0.148699
33993;-0.008851;0.148684
33994;-0.008850;0.148670
33995;-0.008849;0.148656
33996;-0.008848;0.148642
33997;-0.008848;0.148628
33998;-0.008847;0.148614
33999;-0.008846;0.148600
34000;-0.008845;0.148586
34001;-0.008844;0.148571
34002;-0.008843;0.148557
34003;-0.008842;0.148543
34004;-0.008842;0.148529
34005;-0.008841;0.148515
34006;-0.008840;0.148501
34007;-0.008839;0.148487
34008;-0.008838;0.148473
34009;-0.008837;0.148458
34010;-0.008837;0.148444
34011;-0.008836;0.148430
34012;-0.008835;0.148416
34013;-0.008834;0.148402
34014;-0.008833;0.148388
34015;-0.008832;0.148374
34016;-0.008832;0.148360
34017;-0.008831;0.148345
34018;-0.008830;0.148331
34019;-0.008829;0.148317
34020;-0.008828;0.148303
34021;-0.008827;0.148289
34022;-0.008827;0.148275
34023;-0.008826;0.148261
34024;-0.008825;0.148247
34025;-0.008824;0.148233
34026;-0.008823;0.148219
34027;-0.008822;0.148204
34028;-0.008821;0.148190
34029;-0.008821;0.148176
34030;-0.008820;0.148162
34031;-0.008819;0.148148
34032;-0.008818;0.148134
34033;-0.008817;0.148120
34034;-0.008816;0.148106
34035;-0.008816;0.148092
34036;-0.008815;0.148078
34037;-0.008814;0.148064
34038;-0.008813;0.148049
34039;-0.008812;0.148035
34040;-0.008811;0.148021
34041;-0.008811;0.148007
34042;-0.008810;0.147993
34043;-0.008809;0.147979
34044;-0.008808;0.147965
34045;-0.008807;0.147951
34046;-0.008806;0.147937
34047;-0.008806;0.147923
34048;-0.008805;0.147909
34049;-0.008804;0.147895
34050;-0.008803;0.147881
34051;-0.008802;0.147867
34052;-0.008801;0.147852
34053;-0.008801;0.147838
34054;-0.008800;0.147824
34055;-0.008799;0.147810
34056;-0.008798;0.147796
34057;-0.008797;0.147782
34058;-0.008796;0.147768
34059;-0.008795;0.147754
34060;-0.008795;0.147740
34061;-0.008794;0.147726
34062;-0.008793;0.147712
34063;-0.008792;0.147698
34064;-0.008791;0.147684
34065;-0.008790;0.147670
34066;-0.008790;0.147656
34067;-0.008789;0.147642
34068;-0.008788;0.147628
34069;-0.008787;0.147614
34070;-0.008786;0.147600
34071;-0.008785;0.147586
34072;-0.008785;0.147572
34073;-0.008784;0.147557
34074;-0.008783;0.147543
34075;-0.008782;0.147529
34076;-0.008781;0.147515
34077;-0.008780;0.147501
34078;-0.008780;0.147487
34079;-0.008779;0.147473
34080;-0.008778;0.147459
34081;-0.008777;0.147445
34082;-0.008776;0.147431
34083;-0.008775;0.147417
34084;-0.008775;0.147403
34085;-0.008774;0.147389
34086;-0.008773;0.147375
34087;-0.008772;0.147361
34088;-0.008771;0.147347
34089;-0.008770;0.147333
34090;-0.008770;0.147319
34091;-0.008769;0.147305
34092;-0.008768;0.147291
34093;-0.008767;0.147277
34094;-0.008766;0.147263
34095;-0.008765;0.147249
34096;-0.008765;0.147235
34097;-0.008764;0.147221
34098;-0.008763;0.147207
34099;-0.008762;0.147193
34100;-0.008761;0.147179
34101;-0.008760;0.147165
34102;-0.008760;0.147151
34103;-0.008759;0.147137
34104;-0.008758;0.147123
34105;-0.008757;0.147109
34106;-0.008756;0.147095
34107;-0.008755;0.147081
34108;-0.008755;0.147067
34109;-0.008754;0.147053
34110;-0.008753;0.147039
34111;-0.008752;0.147025
34112;-0.008751;0.147011
34113;-0.008750;0.146997
34114;-0.008750;0.146983
34115;-0.008749;0.146969
34116;-0.008748;0.146955
34117;-0.008747;0.146941
34118;-0.008746;0.146927
34119;-0.008745;0.146913
34120;-0.008745;0.146899
34121;-0.008744;0.146885
34122;-0.008743;0.146871
34123;-0.008742;0.146857
34124;-0.008741;0.146843
34125;-0.008740;0.146830
34126;-0.008740;0.146816
34127;-0.008739;0.146802
34128;-0.008738;0.146788
34129;-0.008737;0.146774
34130;-0.008736;0.146760
34131;-0.008735;0.146746
34132;-0.008735;0.146732
34133;-0.008734;0.146718
34134;-0.008733;0.146704
34135;-0.008732;0.146690
34136;-0.008731;0.146676
34137;-0.008730;0.146662
34138;-0.008730;0.146648
34139;-0.008729;0.146634
34140;-0.008728;0.146620
34141;-0.008727;0.146606
34142;-0.008726;0.146592
34143;-0.008726;0.146578
34144;-0.008725;0.146564
34145;-0.008724;0.146550
34146;-0.008723;0.146537
34147;-0.008722;0.146523
34148;-0.008721;0.146509
34149;-0.008721;0.146495
34150;-0.008720;0.146481
34151;-0.008719;0.146467
34152;-0.008718;0.146453
34153;-0.008717;0.146439
34154;-0.008716;0.146425
34155;-0.008716;0.146411
34156;-0.008715;0.146397
34157;-0.008714;0.146383
34158;-0.008713;0.146369
34159;-0.008712;0.146355
34160;-0.008711;0.146342
34161;-0.008711;0.146328
34162;-0.008710;0.146314
34163;-0.008709;0.146300
34164;-0.008708;0.146286
34165;-0.008707;0.146272
34166;-0.008706;0.146258
34167;-0.008706;0.146244
34168;-0.008705;0.146230
34169;-0.008704;0.146216
34170;-0.008703;0.146202
34171;-0.008702;0.146189
34172;-0.008701;0.146175
34173;-0.008701;0.146161
34174;-0.008700;0.146147
34175;-0.008699;0.146133
34176;-0.008698;0.146119
34177;-0.008697;0.146105
34178;-0.008697;0.146091
34179;-0.008696;0.146077
34180;-0.008695;0.146063
34181;-0.008694;0.146050
34182;-0.008693;0.146036
34183;-0.008692;0.146022
34184;-0.008692;0.146008
34185;-0.008691;0.145994
34186;-0.008690;0.145980
34187;-0.008689;0.145966
34188;-0.008688;0.145952
34189;-0.008687;0.145938
34190;-0.008687;0.145925
34191;-0.008686;0.145911
34192;-0.008685;0.145897
34193;-0.008684;0.145883
34194;-0.008683;0.145869
34195;-0.008682;0.145855
34196;-0.008682;0.145841
34197;-0.008681;0.145827
34198;-0.008680;0.145814
34199;-0.008679;0.145800
34200;-0.008678;0.145786
34201;-0.008678;0.145772
34202;-0.008677;0.145758
34203;-0.008676;0.145744
34204;-0.008675;0.145730
34205;-0.008674;0.145717
34206;-0.008673;0.145703
34207;-0.008673;0.145689
34208;-0.008672;0.145675
34209;-0.008671;0.145661
34210;-0.008670;0.145647
34211;-0.008669;0.145633
34212;-0.008668;0.145620
34213;-0.008668;0.145606
34214;-0.008667;0.145592
34215;-0.008666;0.145578
34216;-0.008665;0.145564
34217;-0.008664;0.145550
34218;-0.008663;0.145536
34219;-0.008663;0.145523
34220;-0.008662;0.145509
34221;-0.008661;0.145495
34222;-0.008660;0.145481
34223;-0.008659;0.145467
34224;-0.008659;0.145453
34225;-0.008658;0.145440
34226;-0.008657;0.145426
34227;-0.008656;0.145412
34228;-0.008655;0.145398
34229;-0.008654;0.145384
34230;-0.008654;0.145370
34231;-0.008653;0.145357
34232;-0.008652;0.145343
34233;-0.008651;0.145329
34234;-0.008650;0.145315
34235;-0.008649;0.145301
34236;-0.008649;0.145288
34237;-0.008648;0.145274
34238;-0.008647;0.145260
34239;-0.008646;0.145246
34240;-0.008645;0.145232
34241;-0.008645;0.145218
34242;-0.008644;0.145205
34243;-0.008643;0.145191
34244;-0.008642;0.145177
34245;-0.008641;0.145163
34246;-0.008640;0.145149
34247;-0.008640;0.145136
34248;-0.008639;0.145122
34249;-0.008638;0.145108
34250;-0.008637;0.145094
34251;-0.008636;0.145080
34252;-0.008636;0.145067
34253;-0.008635;0.145053
34254;-0.008634;0.145039
34255;-0.008633;0.145025
34256;-0.008632;0.145011
34257;-0.008631;0.144998
34258;-0.008631;0.144984
34259;-0.008630;0.144970
34260;-0.008629;0.144956
34261;-0.008628;0.144943
34262;-0.008627;0.144929
34263;-0.008626;0.144915
34264;-0.008626;0.144901
34265;-0.008625;0.144887
34266;-0.008624;0.144874
34267;-0.008623;0.144860
34268;-0.008622;0.144846
34269;-0.008622;0.144832
34270;-0.008621;0.144818
34271;-0.008620;0.144805
34272;-0.008619;0.144791
34273;-0.008618;0.144777
34274;-0.008617;0.144763
34275;-0.008617;0.144750
34276;-0.008616;0.144736
34277;-0.008615;0.144722
34278;-0.008614;0.144708
34279;-0.008613;0.144695
34280;-0.008613;0.144681
34281;-0.008612;0.144667
34282;-0.008611;0.144653
34283;-0.008610;0.144640
34284;-0.008609;0.144626
34285;-0.008608;0.144612
34286;-0.008608;0.144598
34287;-0.008607;0.144585
34288;-0.008606;0.144571
34289;-0.008605;0.144557
34290;-0.008604;0.144543
34291;-0.008604;0.144530
34292;-0.008603;0.144516
34293;-0.008602;0.144502
34294;-0.008601;0.144488
34295;-0.008600;0.144475
34296;-0.008599;0.144461
34297;-0.008599;0.144447
34298;-0.008598;0.144433
34299;-0.008597;0.144420
34300;-0.008596;0.144406
34301;-0.008595;0.144392
34302;-0.008595;0.144378
34303;-0.008594;0.144365
34304;-0.008593;0.144351
34305;-0.008592;0.144337
34306;-0.008591;0.144323
34307;-0.008590;0.144310
34308;-0.008590;0.144296
34309;-0.008589;0.144282
34310;-0.008588;0.144269
34311;-0.008587;0.144255
34312;-0.008586;0.144241
34313;-0.008586;0.144227
34314;-0.008585;0.144214
34315;-0.008584;0.144200
34316;-0.008583;0.144186
34317;-0.008582;0.144173
34318;-0.008581;0.144159
34319;-0.008581;0.144145
34320;-0.008580;0.144131
34321;-0.008579;0.144118
34322;-0.008578;0.144104
34323;-0.008577;0.144090
34324;-0.008577;0.144077
34325;-0.008576;0.144063
34326;-0.008575;0.144049
34327;-0.008574;0.144036
34328;-0.008573;0.144022
34329;-0.008573;0.144008
34330;-0.008572;0.143994
34331;-0.008571;0.143981
34332;-0.008570;0.143967
34333;-0.008569;0.143953
34334;-0.008568;0.143940
34335;-0.008568;0.143926
34336;-0.008567;0.143912
34337;-0.008566;0.143899
34338;-0.008565;0.143885
34339;-0.008564;0.143871
34340;-0.008564;0.143858
34341;-0.008563;0.143844
34342;-0.008562;0.143830
34343;-0.008561;0.143816
34344;-0.008560;0.143803
34345;-0.008559;0.143789
34346;-0.008559;0.143775
34347;-0.008558;0.143762
34348;-0.008557;0.143748
34349;-0.008556;0.143734
34350;-0.008555;0.143721
34351;-0.008555;0.143707
34352;-0.008554;0.143693
34353;-0.008553;0.143680
34354;-0.008552;0.143666
34355;-0.008551;0.143652
34356;-0.008551;0.143639
34357;-0.008550;0.143625
34358;-0.008549;0.143611
34359;-0.008548;0.143598
34360;-0.008547;0.143584
34361;-0.008546;0.143570
34362;-0.008546;0.143557
34363;-0.008545;0.143543
34364;-0.008544;0.143530
34365;-0.008543;0.143516
34366;-0.008542;0.143502
34367;-0.008542;0.143489
34368;-0.008541;0.143475
34369;-0.008540;0.143461
34370;-0.008539;0.143448
34371;-0.008538;0.143434
34372;-0.008538;0.143420
34373;-0.008537;0.143407
34374;-0.008536;0.143393
34375;-0.008535;0.143379
34376;-0.008534;0.143366
34377;-0.008533;0.143352
34378;-0.008533;0.143339
34379;-0.008532;0.143325
34380;-0.008531;0.143311
34381;-0.008530;0.143298
34382;-0.008529;0.143284
34383;-0.008529;0.143270
34384;-0.008528;0.143257
34385;-0.008527;0.143243
34386;-0.008526;0.143230
34387;-0.008525;0.143216
34388;-0.008525;0.143202
34389;-0.008524;0.143189
34390;-0.008523;0.143175
34391;-0.008522;0.143161
34392;-0.008521;0.143148
34393;-0.008520;0.143134
34394;-0.008520;0.143121
34395;-0.008519;0.143107
34396;-0.008518;0.143093
34397;-0.008517;0.143080
34398;-0.008516;0.143066
34399;-0.008516;0.143053
34400;-0.008515;0.143039
34401;-0.008514;0.143025
34402;-0.008513;0.143012
34403;-0.008512;0.142998
34404;-0.008512;0.142985
34405;-0.008511;0.142971
34406;-0.008510;0.142957
34407;-0.008509;0.142944
34408;-0.008508;0.142930
34409;-0.008508;0.142917
34410;-0.008507;0.142903
34411;-0.008506;0.142889
34412;-0.008505;0.142876
34413;-0.008504;0.142862
34414;-0.008503;0.142849
34415;-0.008503;0.142835
34416;-0.008502;0.142821
34417;-0.008501;0.142808
34418;-0.008500;0.142794
34419;-0.008499;0.142781
34420;-0.008499;0.142767
34421;-0.008498;0.142754
34422;-0.008497;0.142740
34423;-0.008496;0.142726
34424;-0.008495;0.142713
34425;-0.008495;0.142699
34426;-0.008494;0.142686
34427;-0.008493;0.142672
34428;-0.008492;0.142659
34429;-0.008491;0.142645
34430;-0.008491;0.142631
34431;-0.008490;0.142618
34432;-0.008489;0.142604
34433;-0.008488;0.142591
34434;-0.008487;0.142577
34435;-0.008487;0.142564
34436;-0.008486;0.142550
34437;-0.008485;0.142536
34438;-0.008484;0.142523
34439;-0.008483;0.142509
34440;-0.008482;0.142496
34441;-0.008482;0.142482
34442;-0.008481;0.142469
34443;-0.008480;0.142455
34444;-0.008479;0.142442
34445;-0.008478;0.142428
34446;-0.008478;0.142414
34447;-0.008477;0.142401
34448;-0.008476;0.142387
34449;-0.008475;0.142374
34450;-0.008474;0.142360
34451;-0.008474;0.142347
34452;-0.008473;0.142333
34453;-0.008472;0.142320
34454;-0.008471;0.142306
34455;-0.008470;0.142293
34456;-0.008470;0.142279
34457;-0.008469;0.142266
34458;-0.008468;0.142252
34459;-0.008467;0.142239
34460;-0.008466;0.142225
34461;-0.008466;0.142211
34462;-0.008465;0.142198
34463;-0.008464;0.142184
34464;-0.008463;0.142171
34465;-0.008462;0.142157
34466;-0.008462;0.142144
34467;-0.008461;0.142130
34468;-0.008460;0.142117
34469;-0.008459;0.142103
34470;-0.008458;0.142090
34471;-0.008458;0.142076
34472;-0.008457;0.142063
34473;-0.008456;0.142049
34474;-0.008455;0.142036
34475;-0.008454;0.142022
34476;-0.008453;0.142009
34477;-0.008453;0.141995
34478;-0.008452;0.141982
34479;-0.008451;0.141968
34480;-0.008450;0.141955
34481;-0.008449;0.141941
34482;-0.008449;0.141928
34483;-0.008448;0.141914
34484;-0.008447;0.141901
34485;-0.008446;0.141887
34486;-0.008445;0.141874
34487;-0.008445;0.141860
34488;-0.008444;0.141847
34489;-0.008443;0.141833
34490;-0.008442;0.141820
34491;-0.008441;0.141806
34492;-0.008441;0.141793
34493;-0.008440;0.141779
34494;-0.008439;0.141766
34495;-0.008438;0.141752
34496;-0.008437;0.141739
34497;-0.008437;0.141725
34498;-0.008436;0.141712
34499;-0.008435;0.141698
34500;-0.008434;0.141685
34501;-0.008433;0.141671
34502;-0.008433;0.141658
34503;-0.008432;0.141645
34504;-0.008431;0.141631
34505;-0.008430;0.141618
34506;-0.008429;0.141604
34507;-0.008429;0.141591
34508;-0.008428;0.141577
34509;-0.008427;0.141564
34510;-0.008426;0.141550
34511;-0.008425;0.141537
34512;-0.008425;0.141523
34513;-0.008424;0.141510
34514;-0.008423;0.141496
34515;-0.008422;0.141483
34516;-0.008421;0.141469
34517;-0.008421;0.141456
34518;-0.008420;0.141443
34519;-0.008419;0.141429
34520;-0.008418;0.141416
34521;-0.008417;0.141402
34522;-0.008417;0.141389
34523;-0.008416;0.141375
34524;-0.008415;0.141362
34525;-0.008414;0.141348
34526;-0.008413;0.141335
34527;-0.008413;0.141322
34528;-0.008412;0.141308
34529;-0.008411;0.141295
34530;-0.008410;0.141281
34531;-0.008409;0.141268
34532;-0.008409;0.141254
34533;-0.008408;0.141241
34534;-0.008407;0.141228
34535;-0.008406;0.141214
34536;-0.008405;0.141201
34537;-0.008405;0.141187
34538;-0.008404;0.141174
34539;-0.008403;0.141160
34540;-0.008402;0.141147
34541;-0.008401;0.141134
34542;-0.008401;0.141120
34543;-0.008400;0.141107
34544;-0.008399;0.141093
34545;-0.008398;0.141080
34546;-0.008397;0.141066
34547;-0.008397;0.141053
34548;-0.008396;0.141040
34549;-0.008395;0.141026
34550;-0.008394;0.141013
34551;-0.008393;0.140999
34552;-0.008393;0.140986
34553;-0.008392;0.140973
34554;-0.008391;0.140959
34555;-0.008390;0.140946
34556;-0.008389;0.140932
34557;-0.008389;0.140919
34558;-0.008388;0.140906
34559;-0.008387;0.140892
34560;-0.008386;0.140879
34561;-0.008385;0.140865
34562;-0.008385;0.140852
34563;-0.008384;0.140839
34564;-0.008383;0.140825
34565;-0.008382;0.140812
34566;-0.008381;0.140798
34567;-0.008381;0.140785
34568;-0.008380;0.140772
34569;-0.008379;0.140758
34570;-0.008378;0.140745
34571;-0.008377;0.140731
34572;-0.008377;0.140718
34573;-0.008376;0.140705
34574;-0.008375;0.140691
34575;-0.008374;0.140678
34576;-0.008373;0.140664
34577;-0.008373;0.140651
34578;-0.008372;0.140638
34579;-0.008371;0.140624
34580;-0.008370;0.140611
34581;-0.008369;0.140598
34582;-0.008369;0.140584
34583;-0.008368;0.140571
34584;-0.008367;0.140557
34585;-0.008366;0.140544
34586;-0.008366;0.140531
34587;-0.008365;0.140517
34588;-0.008364;0.140504
34589;-0.008363;0.140491
34590;-0.008362;0.140477
34591;-0.008362;0.140464
34592;-0.008361;0.140451
34593;-0.008360;0.140437
34594;-0.008359;0.140424
34595;-0.008358;0.140411
34596;-0.008358;0.140397
34597;-0.008357;0.140384
34598;-0.008356;0.140370
34599;-0.008355;0.140357
34600;-0.008354;0.140344
34601;-0.008354;0.140330
34602;-0.008353;0.140317
34603;-0.008352;0.140304
34604;-0.008351;0.140290
34605;-0.008350;0.140277
34606;-0.008350;0.140264
34607;-0.008349;0.140250
34608;-0.008348;0.140237
34609;-0.008347;0.140224
34610;-0.008346;0.140210
34611;-0.008346;0.140197
34612;-0.008345;0.140184
34613;-0.008344;0.140170
34614;-0.008343;0.140157
34615;-0.008342;0.140144
34616;-0.008342;0.140130
34617;-0.008341;0.140117
34618;-0.008340;0.140104
34619;-0.008339;0.140090
34620;-0.008339;0.140077
34621;-0.008338;0.140064
34622;-0.008337;0.140050
34623;-0.008336;0.140037
34624;-0.008335;0.140024
34625;-0.008335;0.140010
34626;-0.008334;0.139997
34627;-0.008333;0.139984
34628;-0.008332;0.139971
34629;-0.008331;0.139957
34630;-0.008331;0.139944
34631;-0.008330;0.139931
34632;-0.008329;0.139917
34633;-0.008328;0.139904
34634;-0.008327;0.139891
34635;-0.008327;0.139877
34636;-0.008326;0.139864
34637;-0.008325;0.139851
34638;-0.008324;0.139837
34639;-0.008323;0.139824
34640;-0.008323;0.139811
34641;-0.008322;0.139798
34642;-0.008321;0.139784
34643;-0.008320;0.139771
34644;-0.008319;0.139758
34645;-0.008319;0.139744
34646;-0.008318;0.139731
34647;-0.008317;0.139718
34648;-0.008316;0.139705
34649;-0.008316;0.139691
34650;-0.008315;0.139678
34651;-0.008314;0.139665
34652;-0.008313;0.139651
34653;-0.008312;0.139638
34654;-0.008312;0.139625
34655;-0.008311;0.139612
34656;-0.008310;0.139598
34657;-0.008309;0.139585
34658;-0.008308;0.139572
34659;-0.008308;0.139558
34660;-0.008307;0.139545
34661;-0.008306;0.139532
34662;-0.008305;0.139519
34663;-0.008304;0.139505
34664;-0.008304;0.139492
34665;-0.008303;0.139479
34666;-0.008302;0.139466
34667;-0.008301;0.139452
34668;-0.008301;0.139439
34669;-0.008300;0.139426
34670;-0.008299;0.139413
34671;-0.008298;0.139399
34672;-0.008297;0.139386
34673;-0.008297;0.139373
34674;-0.008296;0.139359
34675;-0.008295;0.139346
34676;-0.008294;0.139333
34677;-0.008293;0.139320
34678;-0.008293;0.139306
34679;-0.008292;0.139293
34680;-0.008291;0.139280
34681;-0.008290;0.139267
34682;-0.008289;0.139253
34683;-0.008289;0.139240
34684;-0.008288;0.139227
34685;-0.008287;0.139214
34686;-0.008286;0.139201
34687;-0.008286;0.139187
34688;-0.008285;0.139174
34689;-0.008284;0.139161
34690;-0.008283;0.139148
34691;-0.008282;0.139134
34692;-0.008282;0.139121
34693;-0.008281;0.139108
34694;-0.008280;0.139095
34695;-0.008279;0.139081
34696;-0.008278;0.139068
34697;-0.008278;0.139055
34698;-0.008277;0.139042
34699;-0.008276;0.139029
34700;-0.008275;0.139015
34701;-0.008275;0.139002
34702;-0.008274;0.138989
34703;-0.008273;0.138976
34704;-0.008272;0.138962
34705;-0.008271;0.138949
34706;-0.008271;0.138936
34707;-0.008270;0.138923
34708;-0.008269;0.138910
34709;-0.008268;0.138896
34710;-0.008267;0.138883
34711;-0.008267;0.138870
34712;-0.008266;0.138857
34713;-0.008265;0.138844
34714;-0.008264;0.138830
34715;-0.008263;0.138817
34716;-0.008263;0.138804
34717;-0.008262;0.138791
34718;-0.008261;0.138777
34719;-0.008260;0.138764
34720;-0.008260;0.138751
34721;-0.008259;0.138738
34722;-0.008258;0.138725
34723;-0.008257;0.138712
34724;-0.008256;0.138698
34725;-0.008256;0.138685
34726;-0.008255;0.138672
34727;-0.008254;0.138659
34728;-0.008253;0.138646
34729;-0.008253;0.138632
34730;-0.008252;0.138619
34731;-0.008251;0.138606
34732;-0.008250;0.138593
34733;-0.008249;0.138580
34734;-0.008249;0.138566
34735;-0.008248;0.138553
34736;-0.008247;0.138540
34737;-0.008246;0.138527
34738;-0.008245;0.138514
34739;-0.008245;0.138501
34740;-0.008244;0.138487
34741;-0.008243;0.138474
34742;-0.008242;0.138461
34743;-0.008242;0.138448
34744;-0.008241;0.138435
34745;-0.008240;0.138422
34746;-0.008239;0.138408
34747;-0.008238;0.138395
34748;-0.008238;0.138382
34749;-0.008237;0.138369
34750;-0.008236;0.138356
34751;-0.008235;0.138343
34752;-0.008234;0.138329
34753;-0.008234;0.138316
34754;-0.008233;0.138303
34755;-0.008232;0.138290
34756;-0.008231;0.138277
34757;-0.008231;0.138264
34758;-0.008230;0.138251
34759;-0.008229;0.138237
34760;-0.008228;0.138224
34761;-0.008227;0.138211
34762;-0.008227;0.138198
34763;-0.008226;0.138185
34764;-0.008225;0.138172
34765;-0.008224;0.138159
34766;-0.008224;0.138145
34767;-0.008223;0.138132
34768;-0.008222;0.138119
34769;-0.008221;0.138106
34770;-0.008220;0.138093
34771;-0.008220;0.138080
34772;-0.008219;0.138067
34773;-0.008218;0.138053
34774;-0.008217;0.138040
34775;-0.008216;0.138027
34776;-0.008216;0.138014
34777;-0.008215;0.138001
34778;-0.008214;0.137988
34779;-0.008213;0.137975
34780;-0.008213;0.137962
34781;-0.008212;0.137948
34782;-0.008211;0.137935
34783;-0.008210;0.137922
34784;-0.008209;0.137909
34785;-0.008209;0.137896
34786;-0.008208;0.137883
34787;-0.008207;0.137870
34788;-0.008206;0.137857
34789;-0.008206;0.137844
34790;-0.008205;0.137830
34791;-0.008204;0.137817
34792;-0.008203;0.137804
34793;-0.008202;0.137791
34794;-0.008202;0.137778
34795;-0.008201;0.137765
34796;-0.008200;0.137752
34797;-0.008199;0.137739
34798;-0.008199;0.137726
34799;-0.008198;0.137712
34800;-0.008197;0.137699
34801;-0.008196;0.137686
34802;-0.008195;0.137673
34803;-0.008195;0.137660
34804;-0.008194;0.137647
34805;-0.008193;0.137634
34806;-0.008192;0.137621
34807;-0.008192;0.137608
34808;-0.008191;0.137595
34809;-0.008190;0.137582
34810;-0.008189;0.137568
34811;-0.008188;0.137555
34812;-0.008188;0.137542
34813;-0.008187;0.137529
34814;-0.008186;0.137516
34815;-0.008185;0.137503
34816;-0.008184;0.137490
34817;-0.008184;0.137477
34818;-0.008183;0.137464
34819;-0.008182;0.137451
34820;-0.008181;0.137438
34821;-0.008181;0.137425
34822;-0.008180;0.137412
34823;-0.008179;0.137398
34824;-0.008178;0.137385
34825;-0.008177;0.137372
34826;-0.008177;0.137359
34827;-0.008176;0.137346
34828;-0.008175;0.137333
34829;-0.008174;0.137320
34830;-0.008174;0.137307
34831;-0.008173;0.137294
34832;-0.008172;0.137281
34833;-0.008171;0.137268
34834;-0.008170;0.137255
34835;-0.008170;0.137242
34836;-0.008169;0.137229
34837;-0.008168;0.137216
34838;-0.008167;0.137203
34839;-0.008167;0.137190
34840;-0.008166;0.137177
34841;-0.008165;0.137163
34842;-0.008164;0.137150
34843;-0.008164;0.137137
34844;-0.008163;0.137124
34845;-0.008162;0.137111
34846;-0.008161;0.137098
34847;-0.008160;0.137085
34848;-0.008160;0.137072
34849;-0.008159;0.137059
34850;-0.008158;0.137046
34851;-0.008157;0.137033
34852;-0.008157;0.137020
34853;-0.008156;0.137007
34854;-0.008155;0.136994
34855;-0.008154;0.136981
34856;-0.008153;0.136968
34857;-0.008153;0.136955
34858;-0.008152;0.136942
34859;-0.008151;0.136929
34860;-0.008150;0.136916
34861;-0.008150;0.136903
34862;-0.008149;0.136890
34863;-0.008148;0.136877
34864;-0.008147;0.136864
34865;-0.008146;0.136851
34866;-0.008146;0.136838
34867;-0.008145;0.136825
34868;-0.008144;0.136812
34869;-0.008143;0.136799
34870;-0.008143;0.136786
34871;-0.008142;0.136773
34872;-0.008141;0.136760
34873;-0.008140;0.136747
34874;-0.008139;0.136734
34875;-0.008139;0.136721
34876;-0.008138;0.136708
34877;-0.008137;0.136695
34878;-0.008136;0.136682
34879;-0.008136;0.136669
34880;-0.008135;0.136656
34881;-0.008134;0.136643
34882;-0.008133;0.136630
34883;-0.008133;0.136617
34884;-0.008132;0.136604
34885;-0.008131;0.136591
34886;-0.008130;0.136578
34887;-0.008129;0.136565
34888;-0.008129;0.136552
34889;-0.008128;0.136539
34890;-0.008127;0.136526
34891;-0.008126;0.136513
34892;-0.008126;0.136500
34893;-0.008125;0.136487
34894;-0.008124;0.136474
34895;-0.008123;0.136461
34896;-0.008122;0.136448
34897;-0.008122;0.136435
34898;-0.008121;0.136422
34899;-0.008120;0.136409
34900;-0.008119;0.136396
34901;-0.008119;0.136383
34902;-0.008118;0.136370
34903;-0.008117;0.136357
34904;-0.008116;0.136344
34905;-0.008116;0.136331
34906;-0.008115;0.136318
34907;-0.008114;0.136305
34908;-0.008113;0.136292
34909;-0.008112;0.136279
34910;-0.008112;0.136266
34911;-0.008111;0.136253
34912;-0.008110;0.136240
34913;-0.008109;0.136227
34914;-0.008109;0.136214
34915;-0.008108;0.136201
34916;-0.008107;0.136189
34917;-0.008106;0.136176
34918;-0.008105;0.136163
34919;-0.008105;0.136150
34920;-0.008104;0.136137
34921;-0.008103;0.136124
34922;-0.008102;0.136111
34923;-0.008102;0.136098
34924;-0.008101;0.136085
34925;-0.008100;0.136072
34926;-0.008099;0.136059
34927;-0.008099;0.136046
34928;-0.008098;0.136033
34929;-0.008097;0.136020
34930;-0.008096;0.136007
34931;-0.008095;0.135994
34932;-0.008095;0.135981
34933;-0.008094;0.135969
34934;-0.008093;0.135956
34935;-0.008092;0.135943
34936;-0.008092;0.135930
34937;-0.008091;0.135917
34938;-0.008090;0.135904
34939;-0.008089;0.135891
34940;-0.008089;0.135878
34941;-0.008088;0.135865
34942;-0.008087;0.135852
34943;-0.008086;0.135839
34944;-0.008085;0.135826
34945;-0.008085;0.135813
34946;-0.008084;0.135800
34947;-0.008083;0.135788
34948;-0.008082;0.135775
34949;-0.008082;0.135762
34950;-0.008081;0.135749
34951;-0.008080;0.135736
34952;-0.008079;0.135723
34953;-0.008079;0.135710
34954;-0.008078;0.135697
34955;-0.008077;0.135684
34956;-0.008076;0.135671
34957;-0.008075;0.135658
34958;-0.008075;0.135646
34959;-0.008074;0.135633
34960;-0.008073;0.135620
34961;-0.008072;0.135607
